"dungeon_id","record_type","scene_id","name","chapter","scene_config","icon_path","bundle","width","height","source_file","version_source","evidence"
"scene-cbcb178fc8cd92a3","scene_config","3772","","","3772__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-78f8aa74069a7fff","scene_config","6689","","","6689__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-7727b2b995901c28","scene_config","8645","","","8645__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-f9decf8f2dcedf29","scene_config","7115","","","7115","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-73aaed6597cbca71","scene_config","66603","","","66603","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-5ede9d205a15d113","scene_config","4006","","","4006","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-052ebd0afce5ab64","scene_config","6049","","","6049","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-8aafefc1417f17b4","scene_config","6619","","","6619","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-6d7738f4d688b020","scene_config","3606","","","3606","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-42a24d3f7ae5d534","scene_config","3560","","","3560","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-7969c68aca1b79f6","scene_config","3802","","","3802","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-b7ff79a82a66a911","scene_config","6034","","","6034","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-bab832c2585bc9d6","scene_config","7131","","","7131","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-89d70dbd56defd06","scene_config","6329","","","6329","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-57190b92ddb2ed59","scene_config","8615","","","8615__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-f492fd5cd04a0d3d","scene_config","6615","","","6615","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-1685e0f811e222c7","scene_config","8616","","","8616__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-f4262b5354191a2a","scene_config","6617","","","6617","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-323606e38a601a9b","scene_config","8634","","","8634__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-b02cf3e8f9a60400","scene_config","35016","","","35016","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-a1cb4e033689b61b","scene_config","2103","","","2103","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-3a168ad13b01f548","scene_config","6041","","","6041","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-b794195a1e7e89b0","scene_config","66623","","","66623","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-756a8b29f887e717","scene_config","6870","","","6870","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-c3f3f2cb35e68ab3","scene_config","66615","","","66615","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-fa9e84619552ba14","scene_config","35016","","","35016__NPC","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena NPC; nombre visible requiere enlazar texto"
"scene-1813f582503d1949","scene_config","2002","","","2002__JumpPointInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena JumpPointInfo; nombre visible requiere enlazar texto"
"scene-c95c1984c0b9909c","scene_config","6900","","","6900","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-7c7734d0cecdcc70","scene_config","6317","","","6317","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-ef243d104613be54","scene_config","6803","","","6803","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-4dbfb85dd0fca541","scene_config","33016","","","33016__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-3f46b163ff9447b6","scene_config","3166","","","3166","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-9bc975da15746715","scene_config","6475","","","6475","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-7d19951268ca0ab1","scene_config","360507","","","360507","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-a351dcac5fca4fc2","scene_config","31016","","","31016__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-669b311250c78a48","scene_config","6425","","","6425","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-228bb8f076aa8b71","scene_config","3175","","","3175","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-d85050f88474c8f9","scene_config","6867","","","6867","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-2aaf0f2f7bb381f8","scene_config","8641","","","8641__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-474eba592353d2ad","scene_config","8003","","","8003__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-dcea239e40a7f1d8","scene_config","7061","","","7061","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-2a2424dca347ddc0","scene_config","6216","","","6216","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-2b52781ab0688f32","scene_config","4001","","","4001","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-298326ba659be193","scene_config","38003","","","38003__JumpPointInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena JumpPointInfo; nombre visible requiere enlazar texto"
"scene-5d54eb092b6bbce8","scene_config","8622","","","8622","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-6cf2198d66488d2b","scene_config","3716","","","3716__groupInfos","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena groupInfos; nombre visible requiere enlazar texto"
"scene-ea325b4057f1164a","scene_config","6811","","","6811","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-85cd43bbde1a86b4","scene_config","6874","","","6874","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-079c19655e36dbf9","scene_config","7063","","","7063","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-259555cddf77a5ed","scene_config","6477","","","6477","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-d28bee6d81a899c5","scene_config","90003","","","90003","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-12cd59f2bf39a7c9","scene_config","8621","","","8621__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-ff79df2590684bce","scene_config","3005","","","3005","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-2c2f18a24f81957f","scene_config","360505","","","360505","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-2818d978b6e14d80","scene_config","7068","","","7068","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-66ba8a36f7746c1d","scene_config","36016","","","36016__NPC","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena NPC; nombre visible requiere enlazar texto"
"scene-547c88570aa7e010","scene_config","6862","","","6862","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-90d342d13aa831ae","scene_config","6235","","","6235","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-1a17378229c3b25e","scene_config","3102","","","3102__groupInfos","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena groupInfos; nombre visible requiere enlazar texto"
"scene-39bac9ec463f6a78","scene_config","5505","","","5505","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-39e56be87f4f6d21","scene_config","3558","","","3558","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-4f4c794adf122642","scene_config","66613","","","66613","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-821c921143fdd776","scene_config","8635","","","8635__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-aa8688b2b2f40e0a","scene_config","66604","","","66604","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-b42a7d93ff1277fb","scene_config","3570","","","3570","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-3edccb8ab8a71210","scene_config","8649","","","8649","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-1531fcc61c1331a2","scene_config","90002","","","90002","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-d245ba11acfa7b2e","scene_config","7113","","","7113","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-782aa48bb42ebc13","scene_config","3002","","","3002__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-f897cd0bf8ce9e4e","scene_config","5611","","","5611","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-c1c82fb34613f26f","scene_config","6320","","","6320","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-93e6c978735e5c4c","scene_config","8622","","","8622__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-873e43dde02ce299","scene_config","6522","","","6522","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-f655bec52a3cc039","scene_config","7114","","","7114","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-079d7b81f93a6f3a","scene_config","6113","","","6113","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-fc36ba04cc64b2d1","scene_config","8620","","","8620__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-6bd5902eb4cf74c4","scene_config","8646","","","8646__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-712ebd93ed4f49ba","scene_config","8650","","","8650","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-be246db5a90654ba","scene_config","8612","","","8612","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-57022965a0e6b4c5","scene_config","6035","","","6035","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-02d7a73cda0f4ae1","scene_config","32016","","","32016__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-2ec948bd90fe958b","scene_config","360104","","","360104","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-dd53125cd5d71c4c","scene_config","33005","","","33005","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-9a2eef34475313c0","scene_config","3604","","","3604","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-df806a4f9a505600","scene_config","6550","","","6550__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-1f53642ed6ee56e3","scene_config","6875","","","6875","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-9ff7e4fe04146bce","scene_config","7109","","","7109","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-ca6f2a79a0d9e14d","scene_config","5601","","","5601","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-bb5e1994a4fb22c6","scene_config","6422","","","6422","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-88d9a5759e7b397d","scene_config","8621","","","8621","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-8411e048ceec9f86","scene_config","8631","","","8631__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-77d6f2977b789fe2","scene_config","6819","","","6819","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-3abc628919187cb5","scene_config","8642","","","8642","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-f12d7a93509c1b75","scene_config","5303","","","5303","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-f21752370bf7e39a","scene_config","2998","","","2998","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-e7f3f4a2d9a27080","scene_config","6832","","","6832","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-b8c0aa967cb6b8ed","scene_config","8642","","","8642__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-05302c9f4f333875","scene_config","2102","","","2102__NPC","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena NPC; nombre visible requiere enlazar texto"
"scene-fc60aee055afc6bc","scene_config","3603","","","3603","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-def5d84f8b2271f1","scene_config","6211","","","6211","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-1ce7b285d3489b63","scene_config","6032","","","6032","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-15429fa0edf9ebe0","scene_config","31002","","","31002__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-60ce703878bac180","scene_config","3016","","","3016__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-16544b9d70852528","scene_config","5616","","","5616","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-43b6f378e17faca9","scene_config","8624","","","8624__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-f4641e1985cfe1aa","scene_config","8645","","","8645__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-43f61ece1710171d","scene_config","6474","","","6474","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-5b3a14e6804fcbac","scene_config","6808","","","6808","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-0eeca08f5c2d88b0","scene_config","6888","","","6888","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-5b99426528732df6","scene_config","6037","","","6037","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-da8b5ab6932baf48","scene_config","5403","","","5403","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-f3d454167ae44895","scene_config","8630","","","8630","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-52d9ec076bbe8f3f","scene_config","3802","","","3802__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-d6b7642675a75044","scene_config","6618","","","6618","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-2b00ff8fc1634844","scene_config","35016","","","35016__reliveList","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena reliveList; nombre visible requiere enlazar texto"
"scene-3723e2735e30a1dd","scene_config","6640","","","6640","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-af836fd946c1a775","scene_config","8643","","","8643__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-0684aa5ec43e56c6","scene_config","6323","","","6323","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-800b073ef2767835","scene_config","3910","","","3910","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-6890ce96d6a5bba2","scene_config","5615","","","5615","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-a014156529bf3ec7","scene_config","6527","","","6527","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-ba718683ca7c5c43","scene_config","6631","","","6631","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-906e8e0f3645edf0","scene_config","5617","","","5617","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-afe78795b5dadb11","scene_config","66617","","","66617","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-caac4a6961e7deb5","scene_config","6898","","","6898","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-fecff640d28799a4","scene_config","8621","","","8621__EnterInfo","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena EnterInfo; nombre visible requiere enlazar texto"
"scene-9a82d84eb1286c30","scene_config","8633","","","8633__Monster","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena Monster; nombre visible requiere enlazar texto"
"scene-2f89495a7b2cf929","scene_config","3920","","","3920","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-05ad103b16535228","scene_config","6519","","","6519","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-fe06c427876eea77","scene_config","6816","","","6816","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
"scene-73b4f40b8cde5f1c","scene_config","6327","","","6327","","logic/lua_config_scene_en.assetbundle","","","analisis/text-assets/text-assets-index.csv","Google Play LDPlayer","config de escena scene; nombre visible requiere enlazar texto"
