"recurso_id","categoria","nombre_interno","archivo_salida","bundle_origen","ancho","alto","fuente_catalogo"
"icon-d9 4f b1 4a","shops","bubbles_pt_28","bubbles_pt_28__texture_v2__bubble__small_tex_all__4d39b43512.png","texture_v2\bubble\small_tex_all.assetbundle","88","80","icon-catalog.csv"
"icon-2b d9 85 12","shops","bubbles_pt_29","bubbles_pt_29__texture_v2__bubble__small_tex_all__0ad492cf0e.png","texture_v2\bubble\small_tex_all.assetbundle","87","81","icon-catalog.csv"
"icon-7f a0 4f f8","shops","bubbles_pt_30","bubbles_pt_30__texture_v2__bubble__small_tex_all__c407e49b73.png","texture_v2\bubble\small_tex_all.assetbundle","89","87","icon-catalog.csv"
"icon-5a 2d d0 d6","shops","bubbles_pt_31","bubbles_pt_31__texture_v2__bubble__small_tex_all__c514148ad0.png","texture_v2\bubble\small_tex_all.assetbundle","90","80","icon-catalog.csv"
"icon-b8 e2 29 bb","shops","bubbles_pt_32","bubbles_pt_32__texture_v2__bubble__small_tex_all__db171154c8.png","texture_v2\bubble\small_tex_all.assetbundle","91","84","icon-catalog.csv"
"icon-17 87 bf d9","shops","bubbles_pt_33","bubbles_pt_33__texture_v2__bubble__small_tex_all__5f5faf127c.png","texture_v2\bubble\small_tex_all.assetbundle","95","86","icon-catalog.csv"
"icon-27 8f 03 bc","shops","bubbles_pt_34","bubbles_pt_34__texture_v2__bubble__small_tex_all__b84160a397.png","texture_v2\bubble\small_tex_all.assetbundle","89","82","icon-catalog.csv"
"icon-12 eb f7 2e","shops","bubbles_pt_35","bubbles_pt_35__texture_v2__bubble__small_tex_all__5df2cd64e9.png","texture_v2\bubble\small_tex_all.assetbundle","89","79","icon-catalog.csv"
"icon-aa 87 23 d2","shops","bubbles_pt_36","bubbles_pt_36__texture_v2__bubble__small_tex_all__915599250c.png","texture_v2\bubble\small_tex_all.assetbundle","98","89","icon-catalog.csv"
"icon-02 bc 8c fe","shops","bubbles_pt_37","bubbles_pt_37__texture_v2__bubble__small_tex_all__a2fe459750.png","texture_v2\bubble\small_tex_all.assetbundle","84","78","icon-catalog.csv"
"icon-7a 7f 13 cd","shops","bubbles_pt_38","bubbles_pt_38__texture_v2__bubble__small_tex_all__115d2d3c6d.png","texture_v2\bubble\small_tex_all.assetbundle","88","91","icon-catalog.csv"
"icon-c0 ae 95 19","shops","bubbles_pt_39","bubbles_pt_39__texture_v2__bubble__small_tex_all__39a6adadde.png","texture_v2\bubble\small_tex_all.assetbundle","86","78","icon-catalog.csv"
"icon-8c 98 34 e1","shops","bubbles_pt_40","bubbles_pt_40__texture_v2__bubble__small_tex_all__73d08852d6.png","texture_v2\bubble\small_tex_all.assetbundle","86","85","icon-catalog.csv"
"icon-c8 fe 71 6d","shops","bubbles_pt_41","bubbles_pt_41__texture_v2__bubble__small_tex_all__20f3438aa6.png","texture_v2\bubble\small_tex_all.assetbundle","89","84","icon-catalog.csv"
"icon-a5 28 2c 7f","shops","bubbles_pt_42","bubbles_pt_42__texture_v2__bubble__small_tex_all__de4f8afba8.png","texture_v2\bubble\small_tex_all.assetbundle","84","77","icon-catalog.csv"
"icon-15 a2 74 ba","shops","bubbles_pt_43","bubbles_pt_43__texture_v2__bubble__small_tex_all__8877886d2d.png","texture_v2\bubble\small_tex_all.assetbundle","84","77","icon-catalog.csv"
"icon-62 fc 19 e2","shops","bubbles_pt_44","bubbles_pt_44__texture_v2__bubble__small_tex_all__03c520d03d.png","texture_v2\bubble\small_tex_all.assetbundle","97","81","icon-catalog.csv"
"icon-a8 9b 9b 91","shops","bubbles_pt_45","bubbles_pt_45__texture_v2__bubble__small_tex_all__098c71e460.png","texture_v2\bubble\small_tex_all.assetbundle","88","83","icon-catalog.csv"
"icon-81 eb 1b 8b","shops","bubbles_zz_01","bubbles_zz_01__texture_v2__bubble__small_tex_all__0b94571fae.png","texture_v2\bubble\small_tex_all.assetbundle","93","90","icon-catalog.csv"
"icon-c8 1a da c8","shops","bubbles_zz_02","bubbles_zz_02__texture_v2__bubble__small_tex_all__8d07c39962.png","texture_v2\bubble\small_tex_all.assetbundle","86","79","icon-catalog.csv"
"icon-30 0a 23 14","shops","bubbles_zz_03","bubbles_zz_03__texture_v2__bubble__small_tex_all__06d64ffad3.png","texture_v2\bubble\small_tex_all.assetbundle","92","91","icon-catalog.csv"
"icon-c8 4c 8b 6d","shops","bubbles_zz_04","bubbles_zz_04__texture_v2__bubble__small_tex_all__3f66be599a.png","texture_v2\bubble\small_tex_all.assetbundle","97","89","icon-catalog.csv"
"icon-4c 81 8c 3d","shops","bubbles_zz_05","bubbles_zz_05__texture_v2__bubble__small_tex_all__cea6f2d5b4.png","texture_v2\bubble\small_tex_all.assetbundle","86","80","icon-catalog.csv"
"icon-ba ea 49 e9","shops","bubbles_zz_06","bubbles_zz_06__texture_v2__bubble__small_tex_all__fe60610466.png","texture_v2\bubble\small_tex_all.assetbundle","88","78","icon-catalog.csv"
"icon-6e 9b 8f f6","shops","bubbles_zz_07","bubbles_zz_07__texture_v2__bubble__small_tex_all__020601a4ba.png","texture_v2\bubble\small_tex_all.assetbundle","86","86","icon-catalog.csv"
"icon-09 5e c5 3b","shops","bubbles_zz_08","bubbles_zz_08__texture_v2__bubble__small_tex_all__50eb4f329c.png","texture_v2\bubble\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-0d 73 15 ab","shops","bubbles_zz_09","bubbles_zz_09__texture_v2__bubble__small_tex_all__85c7d179e6.png","texture_v2\bubble\small_tex_all.assetbundle","86","86","icon-catalog.csv"
"icon-fc 60 b6 f0","shops","bubbles_zz_10","bubbles_zz_10__texture_v2__bubble__small_tex_all__b5758f95ca.png","texture_v2\bubble\small_tex_all.assetbundle","86","81","icon-catalog.csv"
"icon-93 49 60 07","shops","bubbles_zz_11","bubbles_zz_11__texture_v2__bubble__small_tex_all__5cab008246.png","texture_v2\bubble\small_tex_all.assetbundle","87","88","icon-catalog.csv"
"icon-2b 06 7c e4","shops","bubbles_zz_12","bubbles_zz_12__texture_v2__bubble__small_tex_all__4827b8cb2d.png","texture_v2\bubble\small_tex_all.assetbundle","88","86","icon-catalog.csv"
"icon-e6 7c 79 3b","shops","bubbles_zz_13","bubbles_zz_13__texture_v2__bubble__small_tex_all__654401d866.png","texture_v2\bubble\small_tex_all.assetbundle","87","84","icon-catalog.csv"
"icon-11 15 e5 8c","shops","bubbles_zz_14","bubbles_zz_14__texture_v2__bubble__small_tex_all__ace34b5583.png","texture_v2\bubble\small_tex_all.assetbundle","89","86","icon-catalog.csv"
"icon-b7 f7 7c eb","shops","bubbles_zz_15","bubbles_zz_15__texture_v2__bubble__small_tex_all__71663393f1.png","texture_v2\bubble\small_tex_all.assetbundle","88","86","icon-catalog.csv"
"icon-7c f5 79 c0","shops","bubbles_zz_16","bubbles_zz_16__texture_v2__bubble__small_tex_all__1b11c3295f.png","texture_v2\bubble\small_tex_all.assetbundle","91","91","icon-catalog.csv"
"icon-b9 ad 16 77","shops","bubbles_zz_17","bubbles_zz_17__texture_v2__bubble__small_tex_all__d5c7ada94e.png","texture_v2\bubble\small_tex_all.assetbundle","87","86","icon-catalog.csv"
"icon-0c f2 53 d7","shops","bubbles_zz_18","bubbles_zz_18__texture_v2__bubble__small_tex_all__9cef4199da.png","texture_v2\bubble\small_tex_all.assetbundle","84","75","icon-catalog.csv"
"icon-aa 63 44 3e","shops","bubbles_zz_19","bubbles_zz_19__texture_v2__bubble__small_tex_all__64497f6aa9.png","texture_v2\bubble\small_tex_all.assetbundle","86","87","icon-catalog.csv"
"icon-a9 8f 93 84","shops","bubbles_zz_20","bubbles_zz_20__texture_v2__bubble__small_tex_all__d88b33d10a.png","texture_v2\bubble\small_tex_all.assetbundle","86","78","icon-catalog.csv"
"icon-ca f3 32 1b","shops","bubbles_zz_21","bubbles_zz_21__texture_v2__bubble__small_tex_all__5ef9c78ab3.png","texture_v2\bubble\small_tex_all.assetbundle","97","93","icon-catalog.csv"
"icon-bd d0 ce ad","shops","bubbles_zz_22","bubbles_zz_22__texture_v2__bubble__small_tex_all__7a9d1daff1.png","texture_v2\bubble\small_tex_all.assetbundle","89","86","icon-catalog.csv"
"icon-29 5e 3d e3","shops","bubbles_zz_23","bubbles_zz_23__texture_v2__bubble__small_tex_all__6409de1719.png","texture_v2\bubble\small_tex_all.assetbundle","89","87","icon-catalog.csv"
"icon-fd 0f 5f 8a","shops","bubbles_zz_24","bubbles_zz_24__texture_v2__bubble__small_tex_all__6c26916829.png","texture_v2\bubble\small_tex_all.assetbundle","92","94","icon-catalog.csv"
"icon-88 ab f9 a3","shops","bubbles_zz_25","bubbles_zz_25__texture_v2__bubble__small_tex_all__242366a737.png","texture_v2\bubble\small_tex_all.assetbundle","94","90","icon-catalog.csv"
"icon-65 34 43 9d","shops","bubbles_zz_26","bubbles_zz_26__texture_v2__bubble__small_tex_all__6232947f6c.png","texture_v2\bubble\small_tex_all.assetbundle","90","83","icon-catalog.csv"
"icon-a6 5d 57 57","shops","bubbles_zz_27","bubbles_zz_27__texture_v2__bubble__small_tex_all__dfb3d87888.png","texture_v2\bubble\small_tex_all.assetbundle","88","85","icon-catalog.csv"
"icon-44 27 e3 2a","shops","bubbles_zz_28","bubbles_zz_28__texture_v2__bubble__small_tex_all__76a33acc4c.png","texture_v2\bubble\small_tex_all.assetbundle","89","85","icon-catalog.csv"
"icon-39 2b e8 fc","shops","bubbles_zz_29","bubbles_zz_29__texture_v2__bubble__small_tex_all__d0c9f41a36.png","texture_v2\bubble\small_tex_all.assetbundle","86","82","icon-catalog.csv"
"icon-cc 75 e1 06","shops","bubbles_zz_30","bubbles_zz_30__texture_v2__bubble__small_tex_all__5d44dfdde3.png","texture_v2\bubble\small_tex_all.assetbundle","91","87","icon-catalog.csv"
"icon-74 e4 db 30","shops","bubbles_zz_31","bubbles_zz_31__texture_v2__bubble__small_tex_all__3e1b30bc48.png","texture_v2\bubble\small_tex_all.assetbundle","89","87","icon-catalog.csv"
"icon-62 81 55 d0","shops","bubbles_zz_32","bubbles_zz_32__texture_v2__bubble__small_tex_all__f6f96eda63.png","texture_v2\bubble\small_tex_all.assetbundle","88","85","icon-catalog.csv"
"icon-3c 8c d4 0b","shops","bubbles_zz_33","bubbles_zz_33__texture_v2__bubble__small_tex_all__555da6a1b1.png","texture_v2\bubble\small_tex_all.assetbundle","88","81","icon-catalog.csv"
"icon-3c 18 f3 d1","shops","bubbles_zz_34","bubbles_zz_34__texture_v2__bubble__small_tex_all__852c3ef479.png","texture_v2\bubble\small_tex_all.assetbundle","87","85","icon-catalog.csv"
"icon-8f 92 90 40","shops","bubbles_zz_35","bubbles_zz_35__texture_v2__bubble__small_tex_all__ad1dd1026c.png","texture_v2\bubble\small_tex_all.assetbundle","94","88","icon-catalog.csv"
"icon-8f cf 90 83","shops","bubbles_zz_36","bubbles_zz_36__texture_v2__bubble__small_tex_all__da4291d7bd.png","texture_v2\bubble\small_tex_all.assetbundle","90","86","icon-catalog.csv"
"icon-a1 84 61 f4","shops","bubbles_zz_37","bubbles_zz_37__texture_v2__bubble__small_tex_all__f5d13fbaf5.png","texture_v2\bubble\small_tex_all.assetbundle","97","91","icon-catalog.csv"
"icon-1d 88 02 31","shops","bubbles_zz_38","bubbles_zz_38__texture_v2__bubble__small_tex_all__3c16a606ef.png","texture_v2\bubble\small_tex_all.assetbundle","90","83","icon-catalog.csv"
"icon-92 40 1f 58","shops","bubbles_zz_39","bubbles_zz_39__texture_v2__bubble__small_tex_all__0153cb95fe.png","texture_v2\bubble\small_tex_all.assetbundle","91","91","icon-catalog.csv"
"icon-33 7c 99 26","shops","bubbles_zz_40","bubbles_zz_40__texture_v2__bubble__small_tex_all__16ee45ac33.png","texture_v2\bubble\small_tex_all.assetbundle","87","80","icon-catalog.csv"
"icon-c9 61 7d 27","shops","bubbles_zz_41","bubbles_zz_41__texture_v2__bubble__small_tex_all__e0e0442afd.png","texture_v2\bubble\small_tex_all.assetbundle","86","87","icon-catalog.csv"
"icon-eb 46 a3 6a","shops","bubbles_zz_42","bubbles_zz_42__texture_v2__bubble__small_tex_all__8a0cfb5eff.png","texture_v2\bubble\small_tex_all.assetbundle","90","88","icon-catalog.csv"
"icon-37 6e ae 5d","shops","bubbles_zz_43","bubbles_zz_43__texture_v2__bubble__small_tex_all__69475d4478.png","texture_v2\bubble\small_tex_all.assetbundle","90","79","icon-catalog.csv"
"icon-27 ca ad 33","shops","bubbles_zz_44","bubbles_zz_44__texture_v2__bubble__small_tex_all__caea36b8fd.png","texture_v2\bubble\small_tex_all.assetbundle","89","79","icon-catalog.csv"
"icon-cd a1 43 6d","shops","bubbles_zz_45","bubbles_zz_45__texture_v2__bubble__small_tex_all__0f64469dc2.png","texture_v2\bubble\small_tex_all.assetbundle","88","81","icon-catalog.csv"
"icon-09 1c 59 24","shops","bubbles_zz_46","bubbles_zz_46__texture_v2__bubble__small_tex_all__ef094e2aee.png","texture_v2\bubble\small_tex_all.assetbundle","88","85","icon-catalog.csv"
"icon-bf 41 e6 e8","shops","bubbles_zz_47","bubbles_zz_47__texture_v2__bubble__small_tex_all__32bd3f16e7.png","texture_v2\bubble\small_tex_all.assetbundle","100","97","icon-catalog.csv"
"icon-7e 4d 90 04","shops","bubbles_zz_48","bubbles_zz_48__texture_v2__bubble__small_tex_all__563f6c0f48.png","texture_v2\bubble\small_tex_all.assetbundle","100","91","icon-catalog.csv"
"icon-01 26 5e 96","shops","bubbles_zz_49","bubbles_zz_49__texture_v2__bubble__small_tex_all__05b803bbd7.png","texture_v2\bubble\small_tex_all.assetbundle","92","88","icon-catalog.csv"
"icon-b6 01 55 ee","shops","bubbles_zz_50","bubbles_zz_50__texture_v2__bubble__small_tex_all__eb876d470e.png","texture_v2\bubble\small_tex_all.assetbundle","90","84","icon-catalog.csv"
"icon-27 21 af f0","shops","bubbles_zz_51","bubbles_zz_51__texture_v2__bubble__small_tex_all__8288c90b25.png","texture_v2\bubble\small_tex_all.assetbundle","91","88","icon-catalog.csv"
"icon-82 f9 4d ca","shops","bubbles_zz_52","bubbles_zz_52__texture_v2__bubble__small_tex_all__7b0146f900.png","texture_v2\bubble\small_tex_all.assetbundle","89","82","icon-catalog.csv"
"icon-59 d6 8d 0f","shops","bubbles_zz_53","bubbles_zz_53__texture_v2__bubble__small_tex_all__4b5c4725ff.png","texture_v2\bubble\small_tex_all.assetbundle","84","81","icon-catalog.csv"
"icon-42 24 2d ff","shops","bubbles_zz_54","bubbles_zz_54__texture_v2__bubble__small_tex_all__3f45fa6d9e.png","texture_v2\bubble\small_tex_all.assetbundle","86","80","icon-catalog.csv"
"icon-75 db 69 48","shops","bubbles_zz_55","bubbles_zz_55__texture_v2__bubble__small_tex_all__043c0ee15b.png","texture_v2\bubble\small_tex_all.assetbundle","87","86","icon-catalog.csv"
"icon-2e ae 06 ae","shops","bubbles_zz_56","bubbles_zz_56__texture_v2__bubble__small_tex_all__8e08570086.png","texture_v2\bubble\small_tex_all.assetbundle","92","90","icon-catalog.csv"
"icon-f4 ec 93 04","shops","bubbles_zz_57","bubbles_zz_57__texture_v2__bubble__small_tex_all__fb618c107d.png","texture_v2\bubble\small_tex_all.assetbundle","89","86","icon-catalog.csv"
"icon-fe 98 5d 08","shops","bubbles_zz_58","bubbles_zz_58__texture_v2__bubble__small_tex_all__2e49c46228.png","texture_v2\bubble\small_tex_all.assetbundle","91","86","icon-catalog.csv"
"icon-91 3c f8 2b","shops","bubbles_zz_59","bubbles_zz_59__texture_v2__bubble__small_tex_all__79e0d35d53.png","texture_v2\bubble\small_tex_all.assetbundle","92","87","icon-catalog.csv"
"icon-4d 8a d7 b4","shops","bubbles_zz_60","bubbles_zz_60__texture_v2__bubble__small_tex_all__001a04754a.png","texture_v2\bubble\small_tex_all.assetbundle","87","86","icon-catalog.csv"
"icon-cc 2a 8c ac","shops","bubbles_zz_61","bubbles_zz_61__texture_v2__bubble__small_tex_all__5a68fa4139.png","texture_v2\bubble\small_tex_all.assetbundle","86","82","icon-catalog.csv"
"icon-41 98 6b c5","shops","bubbles_zz_62","bubbles_zz_62__texture_v2__bubble__small_tex_all__15c0768b46.png","texture_v2\bubble\small_tex_all.assetbundle","88","88","icon-catalog.csv"
"icon-d6 f1 52 d3","shops","bubbles_zz_63","bubbles_zz_63__texture_v2__bubble__small_tex_all__a08ec8534e.png","texture_v2\bubble\small_tex_all.assetbundle","89","90","icon-catalog.csv"
"icon-9f 0b ed 24","shops","bubbles_zz_64","bubbles_zz_64__texture_v2__bubble__small_tex_all__921495f8b9.png","texture_v2\bubble\small_tex_all.assetbundle","92","96","icon-catalog.csv"
"icon-b1 2d 15 2a","shops","bubbles_zz_65","bubbles_zz_65__texture_v2__bubble__small_tex_all__f8051900b6.png","texture_v2\bubble\small_tex_all.assetbundle","97","97","icon-catalog.csv"
"icon-ea 79 0f 32","shops","bubbles_zz_xinling","bubbles_zz_xinling__texture_v2__bubble__small_tex_all__03f5d9b57a.png","texture_v2\bubble\small_tex_all.assetbundle","98","89","icon-catalog.csv"
"icon-3a 39 57 e4","shops","CampCar","CampCar__texture_v2__mapicon__small_tex_all__5008e81bd1.png","texture_v2\mapicon\small_tex_all.assetbundle","39","36","icon-catalog.csv"
"icon-77 10 e6 6f","shops","cangbaoge_jiangliyulang_icon_cn","cangbaoge_jiangliyulang_icon_cn__texture_v2_cn__en__countrytreasure__small_tex_all__ae7218b81c.png","texture_v2_cn\en\countrytreasure\small_tex_all.assetbundle","65","70","icon-catalog.csv"
"icon-b8 b0 48 d3","shops","cangbaoge_jinsekapai_cn","cangbaoge_jinsekapai_cn__texture_v2_cn__en__countrytreasure__small_tex_all__538ef9fb26.png","texture_v2_cn\en\countrytreasure\small_tex_all.assetbundle","190","31","icon-catalog.csv"
"icon-a7 0d 47 f1","shops","cangbaoge_putongkapai_cn","cangbaoge_putongkapai_cn__texture_v2_cn__en__countrytreasure__small_tex_all__d5223fea02.png","texture_v2_cn\en\countrytreasure\small_tex_all.assetbundle","214","31","icon-catalog.csv"
"icon-7a 11 52 51","shops","chakan_zhanliduibi_btn_cn","chakan_zhanliduibi_btn_cn__texture_v2_cn__en__bag__small_tex_all__0294d35121.png","texture_v2_cn\en\bag\small_tex_all.assetbundle","119","85","icon-catalog.csv"
"icon-a3 95 6c 8f","shops","chaojimiaosha_jiangli_icon_cn","chaojimiaosha_jiangli_icon_cn__texture_v2_cn__en__superseckill__small_tex_all__343bc548e2.png","texture_v2_cn\en\superseckill\small_tex_all.assetbundle","100","108","icon-catalog.csv"
"icon-97 b4 ec 55","shops","chengjiu_cjdc_tx","chengjiu_cjdc_tx__atlas__godbook__d98e0584e0.png","atlas\godbook.assetbundle","134","100","icon-catalog.csv"
"icon-4c e4 42 f9","shops","chengzhan_gushendian_cn","chengzhan_gushendian_cn__texture_v2_cn__en__country__small_tex_all__2161bb178b.png","texture_v2_cn\en\country\small_tex_all.assetbundle","69","79","icon-catalog.csv"
"icon-85 09 b7 b1","shops","chengzhan_jifen_cn","chengzhan_jifen_cn__texture_v2_cn__en__country__small_tex_all__48027898bd.png","texture_v2_cn\en\country\small_tex_all.assetbundle","109","106","icon-catalog.csv"
"icon-27 8c e8 43","shops","chengzhan_lingdishangdian_cn","chengzhan_lingdishangdian_cn__texture_v2_cn__en__country__small_tex_all__4adeebfe5b.png","texture_v2_cn\en\country\small_tex_all.assetbundle","58","72","icon-catalog.csv"
"icon-c5 f7 a3 58","shops","chengzhan_paihangbang_cn","chengzhan_paihangbang_cn__texture_v2_cn__en__mainuileft__small_tex_all__ec445ae391.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","69","65","icon-catalog.csv"
"icon-ca ba f5 60","shops","chengzhan_paihangbang_cn","chengzhan_paihangbang_cn__texture_v2_cn__en__country__small_tex_all__ada33e9ccd.png","texture_v2_cn\en\country\small_tex_all.assetbundle","69","65","icon-catalog.csv"
"icon-1c ab 5b 85","shops","chengzhan_zhanlingbaoxiang_cn","chengzhan_zhanlingbaoxiang_cn__texture_v2_cn__en__country__small_tex_all__e768da87d5.png","texture_v2_cn\en\country\small_tex_all.assetbundle","78","70","icon-catalog.csv"
"icon-c7 13 1b c4","shops","chengzhizhanglu_dangqian_cn","chengzhizhanglu_dangqian_cn__texture_v2_cn__en__target__small_tex_all__5de5680b88.png","texture_v2_cn\en\target\small_tex_all.assetbundle","54","37","icon-catalog.csv"
"icon-0d a8 0b f7","shops","chongzhi_hongbao_icon_cn","chongzhi_hongbao_icon_cn__texture_v2_cn__en__activityzeroshop__small_tex_all__084e619f3c.png","texture_v2_cn\en\activityzeroshop\small_tex_all.assetbundle","33","41","icon-catalog.csv"
"icon-5f 85 40 10","shops","chongzhi_hongbao_icon_cn","chongzhi_hongbao_icon_cn__texture_v2_cn__en__charge__small_tex_all__ed3b9b5106.png","texture_v2_cn\en\charge\small_tex_all.assetbundle","33","41","icon-catalog.csv"
"icon-44 94 8c c7","shops","chongzhi_yubo1_icon","chongzhi_yubo1_icon__atlas__discountshop__04141cf23c.png","atlas\discountshop.assetbundle","125","102","icon-catalog.csv"
"icon-1b c9 eb 31","shops","chongzhi_yubo2_icon","chongzhi_yubo2_icon__atlas__discountshop__aa10aad314.png","atlas\discountshop.assetbundle","124","106","icon-catalog.csv"
"icon-a6 cb b6 e5","shops","chongzhi_yubo3_icon","chongzhi_yubo3_icon__atlas__discountshop__2326896249.png","atlas\discountshop.assetbundle","126","128","icon-catalog.csv"
"icon-8f 4a ce 11","shops","chongzhi_yubo4_icon","chongzhi_yubo4_icon__atlas__discountshop__5267762d6d.png","atlas\discountshop.assetbundle","128","142","icon-catalog.csv"
"icon-1d 20 a5 1d","shops","chongzhi_yubo5_icon","chongzhi_yubo5_icon__atlas__discountshop__0fd4f59f3d.png","atlas\discountshop.assetbundle","141","130","icon-catalog.csv"
"icon-a1 2a 31 0f","shops","chongzhi_yubo6_icon","chongzhi_yubo6_icon__atlas__discountshop__1761dfa6f5.png","atlas\discountshop.assetbundle","159","128","icon-catalog.csv"
"icon-a5 fe 9e 00","shops","chongzhi_yubo7_icon","chongzhi_yubo7_icon__atlas__discountshop__6ca6c07baf.png","atlas\discountshop.assetbundle","177","146","icon-catalog.csv"
"icon-e2 31 ab 15","shops","chongzhi_yubo8_icon","chongzhi_yubo8_icon__atlas__discountshop__16a35332c1.png","atlas\discountshop.assetbundle","174","160","icon-catalog.csv"
"icon-bb f2 0f b7","shops","chuangjue_fanhui_btn_cn","chuangjue_fanhui_btn_cn__texture_v2_cn__en__create__small_tex_all__ee4d07df52.png","texture_v2_cn\en\create\small_tex_all.assetbundle","130","37","icon-catalog.csv"
"icon-8b ee 03 a5","shops","chuangjue_liubianxing_jianxian_cn","chuangjue_liubianxing_jianxian_cn__texture_v2_cn__en__create__small_tex_all__291ec04de3.png","texture_v2_cn\en\create\small_tex_all.assetbundle","244","175","icon-catalog.csv"
"icon-07 66 29 13","shops","chuangjue_liubianxing_linghu_cn","chuangjue_liubianxing_linghu_cn__texture_v2_cn__en__create__small_tex_all__606caa7ace.png","texture_v2_cn\en\create\small_tex_all.assetbundle","239","175","icon-catalog.csv"
"icon-62 35 93 9a","shops","chuangjue_liubianxing_longqiang_cn","chuangjue_liubianxing_longqiang_cn__texture_v2_cn__en__create__small_tex_all__fd0ff34d2a.png","texture_v2_cn\en\create\small_tex_all.assetbundle","244","175","icon-catalog.csv"
"icon-b2 f0 6f 91","shops","chuangjue_liubianxing_zhuyue_cn","chuangjue_liubianxing_zhuyue_cn__texture_v2_cn__en__create__small_tex_all__85893a8390.png","texture_v2_cn\en\create\small_tex_all.assetbundle","243","175","icon-catalog.csv"
"icon-38 e3 4d 60","shops","chuangjue_menpai_jianxian_cn","chuangjue_menpai_jianxian_cn__texture_v2_cn__en__create__small_tex_all__f811b4c6de.png","texture_v2_cn\en\create\small_tex_all.assetbundle","336","230","icon-catalog.csv"
"icon-23 59 bf 2a","shops","chuangjue_menpai_linghu_cn","chuangjue_menpai_linghu_cn__texture_v2_cn__en__create__small_tex_all__34c0807a32.png","texture_v2_cn\en\create\small_tex_all.assetbundle","336","243","icon-catalog.csv"
"icon-6d 4a 31 b9","shops","chuangjue_menpai_longyandian_cn","chuangjue_menpai_longyandian_cn__texture_v2_cn__en__create__small_tex_all__d4e4f27829.png","texture_v2_cn\en\create\small_tex_all.assetbundle","336","267","icon-catalog.csv"
"icon-3a c6 1c 80","shops","chuangjue_menpai_zhuyue_cn","chuangjue_menpai_zhuyue_cn__texture_v2_cn__en__create__small_tex_all__6dff5672e4.png","texture_v2_cn\en\create\small_tex_all.assetbundle","336","259","icon-catalog.csv"
"icon-bb 39 5d fd","shops","chuangjue_moren_cn","chuangjue_moren_cn__texture_v2_cn__en__create__small_tex_all__9b5672a5c9.png","texture_v2_cn\en\create\small_tex_all.assetbundle","67","30","icon-catalog.csv"
"icon-d8 d4 9b d4","shops","chuangjue_shenmo_cn","chuangjue_shenmo_cn__texture_v2_cn__en__create__small_tex_all__5bb4c65902.png","texture_v2_cn\en\create\small_tex_all.assetbundle","224","33","icon-catalog.csv"
"icon-04 f0 10 f1","shops","chuangjue_shipin_cn","chuangjue_shipin_cn__texture_v2_cn__en__create__small_tex_all__851947f55d.png","texture_v2_cn\en\create\small_tex_all.assetbundle","81","29","icon-catalog.csv"
"icon-e2 55 ec 27","shops","chuangjue_tuijian_cn","chuangjue_tuijian_cn__texture_v2_cn__en__create__small_tex_all__fff3f5f1be.png","texture_v2_cn\en\create\small_tex_all.assetbundle","45","46","icon-catalog.csv"
"icon-a9 c3 63 ea","shops","chuangjue_yulan_cn","chuangjue_yulan_cn__texture_v2_cn__en__create__small_tex_all__0e4b1b1ac4.png","texture_v2_cn\en\create\small_tex_all.assetbundle","67","30","icon-catalog.csv"
"icon-be 8a 25 86","shops","common_andi_zuida_btn_cn","common_andi_zuida_btn_cn__texture_v2_cn__en__common__small_tex_all__07613afc52.png","texture_v2_cn\en\common\small_tex_all.assetbundle","69","47","icon-catalog.csv"
"icon-d4 00 39 b2","shops","common_chuandai_icon_cn","common_chuandai_icon_cn__texture_v2_cn__en__common__small_tex_all__ec77d631bf.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-09 3b d1 a7","shops","common_chuandaizhong_icon_cn","common_chuandaizhong_icon_cn__texture_v2_cn__en__common__small_tex_all__d64d257dd4.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-44 cd d1 d9","shops","common_chuzhan_icon_cn","common_chuzhan_icon_cn__texture_v2_cn__en__common__small_tex_all__889406e19a.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-0c 5a fc 89","shops","common_danjian_icon_cn","common_danjian_icon_cn__texture_v2_cn__en__common__small_tex_all__f51d8474be.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-d6 bb ca 63","shops","common_jihuo_icon","common_jihuo_icon__texture_v2_cn__en__common__small_tex_all__6c397ccf11.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-9f 4d 77 c9","shops","common_R_icon_cn","common_R_icon_cn__texture_v2_cn__en__common__small_tex_all__245c657ef0.png","texture_v2_cn\en\common\small_tex_all.assetbundle","42","44","icon-catalog.csv"
"icon-59 c3 f5 5a","shops","common_shen_icon_cn","common_shen_icon_cn__texture_v2_cn__en__common__small_tex_all__1fbea4e855.png","texture_v2_cn\en\common\small_tex_all.assetbundle","36","24","icon-catalog.csv"
